"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"Tunisia","Germany","2010","61356957","5"
"Tunisia","China","2015","131790831","1"
"Tunisia","France","2015","117374923","2"
"Tunisia","Italy","2015","68554597","3"
"Tunisia","Germany","2015","59089766","4"
"Tunisia","United States of America","2015","56137041","5"
"Turkey","Germany","2000","356881533","1"
"Turkey","United States of America","2000","309484059","2"
"Turkey","China","2000","235686711","3"
"Turkey","Netherlands","2000","173347908","4"
"Turkey","Italy","2000","172053291","5"
"Turkey","China","2005","731265873","1"
"Turkey","Germany","2005","605826979","2"
"Turkey","United States of America","2005","559510717","3"
"Turkey","Italy","2005","332332258","4"
"Turkey","Japan","2005","285991167","5"
"Turkey","China","2010","1517151228","1"
"Turkey","United States of America","2010","681920426","2"
"Turkey","Germany","2010","681418677","3"
"Turkey","Italy","2010","388288024","4"
"Turkey","France","2010","296446015","5"
"Turkey","China","2015","2045295655","1"
"Turkey","Germany","2015","935098187","2"
"Turkey","United States of America","2015","817819294","3"
"Turkey","Korea, Republic of","2015","413186770","4"
"Turkey","Italy","2015","403079148","5"
"Turkey","China","2020","1368221787","1"
"Turkey","Germany","2020","834961645","2"
"Turkey","United States of America","2020","663709146","3"
"Turkey","Japan","2020","303656745","4"
"Turkey","Switzerland","2020","276876577","5"
"Uganda","United Kingdom","2000","7981132","1"
"Uganda","Netherlands","2000","3647978","2"
"Uganda","Kenya","2000","3002224","3"
"Uganda","United Arab Emirates","2000","2888382","4"
"Uganda","Germany","2000","2846226","5"
"Uganda","China","2005","8854222","1"
"Uganda","United Kingdom","2005","8481980","2"
"Uganda","Israel","2005","7039105","3"
"Uganda","India","2005","6335210","4"
"Uganda","South Africa","2005","6052187","5"
"Uganda","China","2010","31465054","1"
"Uganda","Kenya","2010","13651074","2"
"Uganda","India","2010","10576058","3"
"Uganda","United Kingdom","2010","7275610","4"
"Uganda","United Arab Emirates","2010","7257608","5"
"Uganda","China","2015","34313089","1"
"Uganda","South Africa","2015","24721204","2"
"Uganda","Kenya","2015","23625217","3"
"Uganda","India","2015","9124012","4"
"Uganda","Germany","2015","7503550","5"
"Ukraine","China","2010","396457054","1"
"Ukraine","Germany","2010","144023482","2"
"Ukraine","Russian Federation","2010","119877568","3"
"Ukraine","Austria","2010","109125273","4"
"Ukraine","United States of America","2010","71144717","5"
"Ukraine","China","2015","266366471","1"
"Ukraine","Russian Federation","2015","124988558","2"
"Ukraine","Germany","2015","92173176","3"
"Ukraine","United States of America","2015","65419186","4"
"Ukraine","Italy","2015","33309467","5"
"Ukraine","China","2020","791284818","1"
"Ukraine","Germany","2020","202339540","2"
"Ukraine","United States of America","2020","155047105","3"
"Ukraine","Italy","2020","91968539","4"
"Ukraine","Japan","2020","91501006","5"
"United Arab Emirates","China","2005","607250809","1"
"United Arab Emirates","United States of America","2005","329028973","2"
"United Arab Emirates","Switzerland","2005","253361577","3"
"United Arab Emirates","Germany","2005","198338148","4"
"United Arab Emirates","United Kingdom","2005","168842680","5"
"United Arab Emirates","China","2010","992655758","1"
"United Arab Emirates","United States of America","2010","693306905","2"
"United Arab Emirates","Switzerland","2010","511459717","3"
"United Arab Emirates","Germany","2010","363805296","4"
"United Arab Emirates","United Kingdom","2010","225576756","5"
"United States of America","China","2000","23741879945","1"
"United States of America","Japan","2000","15961264643","2"
"United States of America","Canada","2000","7677913120","3"
"United States of America","Mexico","2000","7178802968","4"
"United States of America","Germany","2000","5097654269","5"
"United States of America","China","2005","39856301211","1"
"United States of America","Japan","2005","11760088784","2"
"United States of America","Mexico","2005","9008418063","3"
"United States of America","Germany","2005","7571421576","4"
"United States of America","Canada","2005","6953928970","5"
"United States of America","China","2020","51662040501","1"
"United States of America","Mexico","2020","19256775534","2"
"United States of America","Germany","2020","11157012212","3"
"United States of America","Japan","2020","9385660941","4"
"United States of America","Canada","2020","7793950932","5"
"Uruguay","Argentina","2000","62854918","1"
"Uruguay","United States of America","2000","39396647","2"
"Uruguay","China","2000","15573383","3"
"Uruguay","Brazil","2000","12425524","4"
"Uruguay","Japan","2000","7567570","5"
"Uruguay","Brazil","2005","35793939","1"
"Uruguay","Argentina","2005","30500534","2"
"Uruguay","China","2005","28166156","3"
"Uruguay","United States of America","2005","24400553","4"
"Uruguay","Germany","2005","6653458","5"
"Uruguay","China","2010","81668444","1"
"Uruguay","United States of America","2010","47905084","2"
"Uruguay","Argentina","2010","26955019","3"
"Uruguay","Brazil","2010","19049802","4"
"Uruguay","Germany","2010","12219766","5"
"Uruguay","China","2015","114865277","1"
"Uruguay","United States of America","2015","63059148","2"
"Uruguay","Argentina","2015","23496877","3"
"Uruguay","Brazil","2015","21503507","4"
"Uruguay","Germany","2015","15052267","5"
"Uruguay","China","2020","130876390","1"
"Uruguay","Argentina","2020","85024904","2"
"Uruguay","United States of America","2020","43967032","3"
"Uruguay","Germany","2020","16057232","4"
"Uruguay","Brazil","2020","15818027","5"
"Venezuela, Bolivarian Republic of","United States of America","2000","352553763","1"
"Venezuela, Bolivarian Republic of","Hong Kong, China","2000","43715165","2"
"Venezuela, Bolivarian Republic of","China","2000","37484886","3"
"Venezuela, Bolivarian Republic of","Panama","2000","33134809","4"
"Venezuela, Bolivarian Republic of","Germany","2000","22963346","5"
"Venezuela, Bolivarian Republic of","United States of America","2005","469490949","1"
"Venezuela, Bolivarian Republic of","China","2005","186330797","2"
"Venezuela, Bolivarian Republic of","Panama","2005","81075872","3"
"Venezuela, Bolivarian Republic of","Colombia","2005","61978568","4"
"Venezuela, Bolivarian Republic of","Hong Kong, China","2005","30289279","5"
"Venezuela, Bolivarian Republic of","United States of America","2010","923893283","1"
"Venezuela, Bolivarian Republic of","China","2010","379283771","2"
"Venezuela, Bolivarian Republic of","Ecuador","2010","110173189","3"
"Venezuela, Bolivarian Republic of","Panama","2010","95022510","4"
"Venezuela, Bolivarian Republic of","Germany","2010","77728878","5"
"Venezuela, Bolivarian Republic of","United States of America","2015","485130419","1"
"Venezuela, Bolivarian Republic of","China","2015","263452776","2"
"Venezuela, Bolivarian Republic of","Brazil","2015","173712713","3"
"Venezuela, Bolivarian Republic of","Panama","2015","87377326","4"
"Venezuela, Bolivarian Republic of","Mexico","2015","73092871","5"
"Zambia","South Africa","2005","27981761","1"
"Zambia","China","2005","6260439","2"
"Zambia","United Arab Emirates","2005","4339617","3"
"Zambia","United Kingdom","2005","4288988","4"
"Zambia","United States of America","2005","2239013","5"
"Zambia","China","2010","43493842","1"
"Zambia","South Africa","2010","40281531","2"
"Zambia","United Kingdom","2010","3308688","3"
"Zambia","India","2010","2716279","4"
"Zambia","United Arab Emirates","2010","2083220","5"
"Zambia","South Africa","2015","50639380","1"
"Zambia","India","2015","33060370","2"
"Zambia","China","2015","14821189","3"
"Zambia","Egypt","2015","10082712","4"
"Zambia","United Kingdom","2015","8620978","5"
"Zimbabwe","South Africa","2000","40730001","1"
"Zimbabwe","Mozambique","2000","39367737","2"
"Zimbabwe","Democratic Republic of the Congo","2000","9805896","3"
"Zimbabwe","Germany","2000","4551143","4"
"Zimbabwe","United Kingdom","2000","4200916","5"
"Zimbabwe","South Africa","2010","47278362","1"
"Zimbabwe","Mozambique","2010","42772541","2"
"Zimbabwe","China","2010","19826012","3"
"Zimbabwe","Namibia","2010","5025992","4"
"Zimbabwe","Mauritius","2010","4885765","5"
"Zimbabwe","South Africa","2015","53248667","1"
"Zimbabwe","China","2015","35433136","2"
"Zimbabwe","Mozambique","2015","32104697","3"
"Zimbabwe","Sweden","2015","14908707","4"
"Zimbabwe","India","2015","6136791","5"
